Age	Sex	Cancer_ICD9	Organ	Gene	Years_5int	Cases_5int	Version	air
33	BOTH	152	Duodenum	PMS2	16	0	V1_20180106	0
34	BOTH	152	Duodenum	PMS2	16	0	V1_20180106	0
35	BOTH	152	Duodenum	PMS2	46	0	V1_20180106	0
36	BOTH	152	Duodenum	PMS2	46	0	V1_20180106	0
37	BOTH	152	Duodenum	PMS2	46	0	V1_20180106	0
38	BOTH	152	Duodenum	PMS2	46	0	V1_20180106	0
39	BOTH	152	Duodenum	PMS2	46	0	V1_20180106	0
40	BOTH	152	Duodenum	PMS2	37	0	V1_20180106	0
41	BOTH	152	Duodenum	PMS2	37	0	V1_20180106	0
42	BOTH	152	Duodenum	PMS2	37	0	V1_20180106	0
43	BOTH	152	Duodenum	PMS2	37	0	V1_20180106	0
44	BOTH	152	Duodenum	PMS2	37	0	V1_20180106	0
45	BOTH	152	Duodenum	PMS2	40	0	V1_20180106	0
46	BOTH	152	Duodenum	PMS2	40	0	V1_20180106	0
47	BOTH	152	Duodenum	PMS2	40	0	V1_20180106	0
48	BOTH	152	Duodenum	PMS2	40	0	V1_20180106	0
49	BOTH	152	Duodenum	PMS2	40	0	V1_20180106	0
50	BOTH	152	Duodenum	PMS2	73	0	V1_20180106	0
51	BOTH	152	Duodenum	PMS2	73	0	V1_20180106	0
52	BOTH	152	Duodenum	PMS2	73	0	V1_20180106	0
53	BOTH	152	Duodenum	PMS2	73	0	V1_20180106	0
54	BOTH	152	Duodenum	PMS2	73	0	V1_20180106	0
55	BOTH	152	Duodenum	PMS2	99	0	V1_20180106	0
56	BOTH	152	Duodenum	PMS2	99	0	V1_20180106	0
57	BOTH	152	Duodenum	PMS2	99	0	V1_20180106	0
58	BOTH	152	Duodenum	PMS2	99	0	V1_20180106	0
59	BOTH	152	Duodenum	PMS2	99	0	V1_20180106	0
60	BOTH	152	Duodenum	PMS2	98	0	V1_20180106	0
61	BOTH	152	Duodenum	PMS2	98	0	V1_20180106	0
62	BOTH	152	Duodenum	PMS2	98	0	V1_20180106	0
63	BOTH	152	Duodenum	PMS2	98	0	V1_20180106	0
64	BOTH	152	Duodenum	PMS2	98	0	V1_20180106	0
65	BOTH	152	Duodenum	PMS2	50	0	V1_20180106	0
66	BOTH	152	Duodenum	PMS2	50	0	V1_20180106	0
67	BOTH	152	Duodenum	PMS2	50	0	V1_20180106	0
68	BOTH	152	Duodenum	PMS2	50	0	V1_20180106	0
69	BOTH	152	Duodenum	PMS2	50	0	V1_20180106	0
70	BOTH	152	Duodenum	PMS2	23	0	V1_20180106	0
71	BOTH	152	Duodenum	PMS2	23	0	V1_20180106	0
72	BOTH	152	Duodenum	PMS2	23	0	V1_20180106	0
73	BOTH	152	Duodenum	PMS2	23	0	V1_20180106	0
74	BOTH	152	Duodenum	PMS2	23	0	V1_20180106	0
75	BOTH	152	Duodenum	PMS2	20	0	V1_20180106	0
76	BOTH	152	Duodenum	PMS2	20	0	V1_20180106	0
77	BOTH	152	Duodenum	PMS2	20	0	V1_20180106	0
78	BOTH	152	Duodenum	PMS2	20	0	V1_20180106	0
79	BOTH	152	Duodenum	PMS2	20	0	V1_20180106	0
80	BOTH	152	Duodenum	PMS2	20	0	V1_20180106	0
25	BOTH	153	Colon	MLH1	855	3	V1_20180106	0.00350877192982456
26	BOTH	153	Colon	MLH1	855	3	V1_20180106	0.00350877192982456
27	BOTH	153	Colon	MLH1	855	3	V1_20180106	0.00350877192982456
28	BOTH	153	Colon	MLH1	855	3	V1_20180106	0.00350877192982456
29	BOTH	153	Colon	MLH1	855	3	V1_20180106	0.00350877192982456
30	BOTH	153	Colon	MLH1	1199	18	V1_20180106	0.0150125104253545
31	BOTH	153	Colon	MLH1	1199	18	V1_20180106	0.0150125104253545
32	BOTH	153	Colon	MLH1	1199	18	V1_20180106	0.0150125104253545
33	BOTH	153	Colon	MLH1	1199	18	V1_20180106	0.0150125104253545
34	BOTH	153	Colon	MLH1	1199	18	V1_20180106	0.0150125104253545
35	BOTH	153	Colon	MLH1	1328	12	V1_20180106	0.00903614457831325
36	BOTH	153	Colon	MLH1	1328	12	V1_20180106	0.00903614457831325
37	BOTH	153	Colon	MLH1	1328	12	V1_20180106	0.00903614457831325
38	BOTH	153	Colon	MLH1	1328	12	V1_20180106	0.00903614457831325
39	BOTH	153	Colon	MLH1	1328	12	V1_20180106	0.00903614457831325
40	BOTH	153	Colon	MLH1	1486	21	V1_20180106	0.0141318977119785
41	BOTH	153	Colon	MLH1	1486	21	V1_20180106	0.0141318977119785
42	BOTH	153	Colon	MLH1	1486	21	V1_20180106	0.0141318977119785
43	BOTH	153	Colon	MLH1	1486	21	V1_20180106	0.0141318977119785
44	BOTH	153	Colon	MLH1	1486	21	V1_20180106	0.0141318977119785
45	BOTH	153	Colon	MLH1	1279	22	V1_20180106	0.0172009382329945
46	BOTH	153	Colon	MLH1	1279	22	V1_20180106	0.0172009382329945
47	BOTH	153	Colon	MLH1	1279	22	V1_20180106	0.0172009382329945
48	BOTH	153	Colon	MLH1	1279	22	V1_20180106	0.0172009382329945
49	BOTH	153	Colon	MLH1	1279	22	V1_20180106	0.0172009382329945
50	BOTH	153	Colon	MLH1	1055	20	V1_20180106	0.018957345971564
51	BOTH	153	Colon	MLH1	1055	20	V1_20180106	0.018957345971564
52	BOTH	153	Colon	MLH1	1055	20	V1_20180106	0.018957345971564
53	BOTH	153	Colon	MLH1	1055	20	V1_20180106	0.018957345971564
54	BOTH	153	Colon	MLH1	1055	20	V1_20180106	0.018957345971564
55	BOTH	153	Colon	MLH1	747	8	V1_20180106	0.0107095046854083
56	BOTH	153	Colon	MLH1	747	8	V1_20180106	0.0107095046854083
57	BOTH	153	Colon	MLH1	747	8	V1_20180106	0.0107095046854083
58	BOTH	153	Colon	MLH1	747	8	V1_20180106	0.0107095046854083
59	BOTH	153	Colon	MLH1	747	8	V1_20180106	0.0107095046854083
60	BOTH	153	Colon	MLH1	519	6	V1_20180106	0.0115606936416185
61	BOTH	153	Colon	MLH1	519	6	V1_20180106	0.0115606936416185
62	BOTH	153	Colon	MLH1	519	6	V1_20180106	0.0115606936416185
63	BOTH	153	Colon	MLH1	519	6	V1_20180106	0.0115606936416185
64	BOTH	153	Colon	MLH1	519	6	V1_20180106	0.0115606936416185
65	BOTH	153	Colon	MLH1	298	2	V1_20180106	0.00671140939597315
66	BOTH	153	Colon	MLH1	298	2	V1_20180106	0.00671140939597315
67	BOTH	153	Colon	MLH1	298	2	V1_20180106	0.00671140939597315
68	BOTH	153	Colon	MLH1	298	2	V1_20180106	0.00671140939597315
69	BOTH	153	Colon	MLH1	298	2	V1_20180106	0.00671140939597315
70	BOTH	153	Colon	MLH1	176	4	V1_20180106	0.0227272727272727
71	BOTH	153	Colon	MLH1	176	4	V1_20180106	0.0227272727272727
72	BOTH	153	Colon	MLH1	176	4	V1_20180106	0.0227272727272727
73	BOTH	153	Colon	MLH1	176	4	V1_20180106	0.0227272727272727
74	BOTH	153	Colon	MLH1	176	4	V1_20180106	0.0227272727272727
75	BOTH	153	Colon	MLH1	96	2	V1_20180106	0.0208333333333333
76	BOTH	153	Colon	MLH1	96	2	V1_20180106	0.0208333333333333
77	BOTH	153	Colon	MLH1	96	2	V1_20180106	0.0208333333333333
78	BOTH	153	Colon	MLH1	96	2	V1_20180106	0.0208333333333333
79	BOTH	153	Colon	MLH1	96	2	V1_20180106	0.0208333333333333
80	BOTH	153	Colon	MLH1	96	2	V1_20180106	0.0208333333333333
25	BOTH	153	Colon	MSH2	449	1	V1_20180106	0.0022271714922049
26	BOTH	153	Colon	MSH2	449	1	V1_20180106	0.0022271714922049
27	BOTH	153	Colon	MSH2	449	1	V1_20180106	0.0022271714922049
28	BOTH	153	Colon	MSH2	449	1	V1_20180106	0.0022271714922049
29	BOTH	153	Colon	MSH2	449	1	V1_20180106	0.0022271714922049
30	BOTH	153	Colon	MSH2	653	5	V1_20180106	0.00765696784073507
31	BOTH	153	Colon	MSH2	653	5	V1_20180106	0.00765696784073507
32	BOTH	153	Colon	MSH2	653	5	V1_20180106	0.00765696784073507
33	BOTH	153	Colon	MSH2	653	5	V1_20180106	0.00765696784073507
34	BOTH	153	Colon	MSH2	653	5	V1_20180106	0.00765696784073507
35	BOTH	153	Colon	MSH2	743	6	V1_20180106	0.00807537012113055
36	BOTH	153	Colon	MSH2	743	6	V1_20180106	0.00807537012113055
37	BOTH	153	Colon	MSH2	743	6	V1_20180106	0.00807537012113055
38	BOTH	153	Colon	MSH2	743	6	V1_20180106	0.00807537012113055
39	BOTH	153	Colon	MSH2	743	6	V1_20180106	0.00807537012113055
40	BOTH	153	Colon	MSH2	790	10	V1_20180106	0.0126582278481013
41	BOTH	153	Colon	MSH2	790	10	V1_20180106	0.0126582278481013
42	BOTH	153	Colon	MSH2	790	10	V1_20180106	0.0126582278481013
43	BOTH	153	Colon	MSH2	790	10	V1_20180106	0.0126582278481013
44	BOTH	153	Colon	MSH2	790	10	V1_20180106	0.0126582278481013
45	BOTH	153	Colon	MSH2	705	10	V1_20180106	0.0141843971631206
46	BOTH	153	Colon	MSH2	705	10	V1_20180106	0.0141843971631206
47	BOTH	153	Colon	MSH2	705	10	V1_20180106	0.0141843971631206
48	BOTH	153	Colon	MSH2	705	10	V1_20180106	0.0141843971631206
49	BOTH	153	Colon	MSH2	705	10	V1_20180106	0.0141843971631206
50	BOTH	153	Colon	MSH2	626	5	V1_20180106	0.00798722044728434
51	BOTH	153	Colon	MSH2	626	5	V1_20180106	0.00798722044728434
52	BOTH	153	Colon	MSH2	626	5	V1_20180106	0.00798722044728434
53	BOTH	153	Colon	MSH2	626	5	V1_20180106	0.00798722044728434
54	BOTH	153	Colon	MSH2	626	5	V1_20180106	0.00798722044728434
55	BOTH	153	Colon	MSH2	558	6	V1_20180106	0.010752688172043
56	BOTH	153	Colon	MSH2	558	6	V1_20180106	0.010752688172043
57	BOTH	153	Colon	MSH2	558	6	V1_20180106	0.010752688172043
58	BOTH	153	Colon	MSH2	558	6	V1_20180106	0.010752688172043
59	BOTH	153	Colon	MSH2	558	6	V1_20180106	0.010752688172043
60	BOTH	153	Colon	MSH2	379	7	V1_20180106	0.0184696569920844
61	BOTH	153	Colon	MSH2	379	7	V1_20180106	0.0184696569920844
62	BOTH	153	Colon	MSH2	379	7	V1_20180106	0.0184696569920844
63	BOTH	153	Colon	MSH2	379	7	V1_20180106	0.0184696569920844
64	BOTH	153	Colon	MSH2	379	7	V1_20180106	0.0184696569920844
65	BOTH	153	Colon	MSH2	248	5	V1_20180106	0.0201612903225806
66	BOTH	153	Colon	MSH2	248	5	V1_20180106	0.0201612903225806
67	BOTH	153	Colon	MSH2	248	5	V1_20180106	0.0201612903225806
68	BOTH	153	Colon	MSH2	248	5	V1_20180106	0.0201612903225806
69	BOTH	153	Colon	MSH2	248	5	V1_20180106	0.0201612903225806
70	BOTH	153	Colon	MSH2	110	1	V1_20180106	0.00909090909090909
71	BOTH	153	Colon	MSH2	110	1	V1_20180106	0.00909090909090909
72	BOTH	153	Colon	MSH2	110	1	V1_20180106	0.00909090909090909
73	BOTH	153	Colon	MSH2	110	1	V1_20180106	0.00909090909090909
74	BOTH	153	Colon	MSH2	110	1	V1_20180106	0.00909090909090909
75	BOTH	153	Colon	MSH2	45	1	V1_20180106	0.0222222222222222
76	BOTH	153	Colon	MSH2	45	1	V1_20180106	0.0222222222222222
77	BOTH	153	Colon	MSH2	45	1	V1_20180106	0.0222222222222222
78	BOTH	153	Colon	MSH2	45	1	V1_20180106	0.0222222222222222
79	BOTH	153	Colon	MSH2	45	1	V1_20180106	0.0222222222222222
80	BOTH	153	Colon	MSH2	45	1	V1_20180106	0.0222222222222222
25	BOTH	153	Colon	MSH6	71	0	V1_20180106	0
26	BOTH	153	Colon	MSH6	71	0	V1_20180106	0
27	BOTH	153	Colon	MSH6	71	0	V1_20180106	0
28	BOTH	153	Colon	MSH6	71	0	V1_20180106	0
29	BOTH	153	Colon	MSH6	71	0	V1_20180106	0
30	BOTH	153	Colon	MSH6	147	0	V1_20180106	0
31	BOTH	153	Colon	MSH6	147	0	V1_20180106	0
32	BOTH	153	Colon	MSH6	147	0	V1_20180106	0
33	BOTH	153	Colon	MSH6	147	0	V1_20180106	0
34	BOTH	153	Colon	MSH6	147	0	V1_20180106	0
35	BOTH	153	Colon	MSH6	232	0	V1_20180106	0
36	BOTH	153	Colon	MSH6	232	0	V1_20180106	0
37	BOTH	153	Colon	MSH6	232	0	V1_20180106	0
38	BOTH	153	Colon	MSH6	232	0	V1_20180106	0
39	BOTH	153	Colon	MSH6	232	0	V1_20180106	0
40	BOTH	153	Colon	MSH6	282	1	V1_20180106	0.00354609929078014
41	BOTH	153	Colon	MSH6	282	1	V1_20180106	0.00354609929078014
42	BOTH	153	Colon	MSH6	282	1	V1_20180106	0.00354609929078014
43	BOTH	153	Colon	MSH6	282	1	V1_20180106	0.00354609929078014
44	BOTH	153	Colon	MSH6	282	1	V1_20180106	0.00354609929078014
45	BOTH	153	Colon	MSH6	295	0	V1_20180106	0
46	BOTH	153	Colon	MSH6	295	0	V1_20180106	0
47	BOTH	153	Colon	MSH6	295	0	V1_20180106	0
48	BOTH	153	Colon	MSH6	295	0	V1_20180106	0
49	BOTH	153	Colon	MSH6	295	0	V1_20180106	0
50	BOTH	153	Colon	MSH6	290	0	V1_20180106	0
51	BOTH	153	Colon	MSH6	290	0	V1_20180106	0
52	BOTH	153	Colon	MSH6	290	0	V1_20180106	0
53	BOTH	153	Colon	MSH6	290	0	V1_20180106	0
54	BOTH	153	Colon	MSH6	290	0	V1_20180106	0
55	BOTH	153	Colon	MSH6	271	2	V1_20180106	0.00738007380073801
56	BOTH	153	Colon	MSH6	271	2	V1_20180106	0.00738007380073801
57	BOTH	153	Colon	MSH6	271	2	V1_20180106	0.00738007380073801
58	BOTH	153	Colon	MSH6	271	2	V1_20180106	0.00738007380073801
59	BOTH	153	Colon	MSH6	271	2	V1_20180106	0.00738007380073801
60	BOTH	153	Colon	MSH6	224	1	V1_20180106	0.00446428571428571
61	BOTH	153	Colon	MSH6	224	1	V1_20180106	0.00446428571428571
62	BOTH	153	Colon	MSH6	224	1	V1_20180106	0.00446428571428571
63	BOTH	153	Colon	MSH6	224	1	V1_20180106	0.00446428571428571
64	BOTH	153	Colon	MSH6	224	1	V1_20180106	0.00446428571428571
65	BOTH	153	Colon	MSH6	132	2	V1_20180106	0.0151515151515152
66	BOTH	153	Colon	MSH6	132	2	V1_20180106	0.0151515151515152
67	BOTH	153	Colon	MSH6	132	2	V1_20180106	0.0151515151515152
68	BOTH	153	Colon	MSH6	132	2	V1_20180106	0.0151515151515152
69	BOTH	153	Colon	MSH6	132	2	V1_20180106	0.0151515151515152
70	BOTH	153	Colon	MSH6	69	0	V1_20180106	0
71	BOTH	153	Colon	MSH6	69	0	V1_20180106	0
72	BOTH	153	Colon	MSH6	69	0	V1_20180106	0
73	BOTH	153	Colon	MSH6	69	0	V1_20180106	0
74	BOTH	153	Colon	MSH6	69	0	V1_20180106	0
75	BOTH	153	Colon	MSH6	54	1	V1_20180106	0.0185185185185185
76	BOTH	153	Colon	MSH6	54	1	V1_20180106	0.0185185185185185
77	BOTH	153	Colon	MSH6	54	1	V1_20180106	0.0185185185185185
78	BOTH	153	Colon	MSH6	54	1	V1_20180106	0.0185185185185185
79	BOTH	153	Colon	MSH6	54	1	V1_20180106	0.0185185185185185
80	BOTH	153	Colon	MSH6	54	1	V1_20180106	0.0185185185185185
25	BOTH	153	Colon	PMS2	7	0	V1_20180106	0
26	BOTH	153	Colon	PMS2	7	0	V1_20180106	0
27	BOTH	153	Colon	PMS2	7	0	V1_20180106	0
28	BOTH	153	Colon	PMS2	7	0	V1_20180106	0
29	BOTH	153	Colon	PMS2	7	0	V1_20180106	0
30	BOTH	153	Colon	PMS2	16	0	V1_20180106	0
31	BOTH	153	Colon	PMS2	16	0	V1_20180106	0
32	BOTH	153	Colon	PMS2	16	0	V1_20180106	0
33	BOTH	153	Colon	PMS2	16	0	V1_20180106	0
34	BOTH	153	Colon	PMS2	16	0	V1_20180106	0
35	BOTH	153	Colon	PMS2	44	0	V1_20180106	0
36	BOTH	153	Colon	PMS2	44	0	V1_20180106	0
37	BOTH	153	Colon	PMS2	44	0	V1_20180106	0
38	BOTH	153	Colon	PMS2	44	0	V1_20180106	0
39	BOTH	153	Colon	PMS2	44	0	V1_20180106	0
40	BOTH	153	Colon	PMS2	31	0	V1_20180106	0
41	BOTH	153	Colon	PMS2	31	0	V1_20180106	0
42	BOTH	153	Colon	PMS2	31	0	V1_20180106	0
43	BOTH	153	Colon	PMS2	31	0	V1_20180106	0
44	BOTH	153	Colon	PMS2	31	0	V1_20180106	0
45	BOTH	153	Colon	PMS2	33	0	V1_20180106	0
46	BOTH	153	Colon	PMS2	33	0	V1_20180106	0
47	BOTH	153	Colon	PMS2	33	0	V1_20180106	0
48	BOTH	153	Colon	PMS2	33	0	V1_20180106	0
49	BOTH	153	Colon	PMS2	33	0	V1_20180106	0
50	BOTH	153	Colon	PMS2	60	0	V1_20180106	0
51	BOTH	153	Colon	PMS2	60	0	V1_20180106	0
52	BOTH	153	Colon	PMS2	60	0	V1_20180106	0
53	BOTH	153	Colon	PMS2	60	0	V1_20180106	0
54	BOTH	153	Colon	PMS2	60	0	V1_20180106	0
55	BOTH	153	Colon	PMS2	65	0	V1_20180106	0
56	BOTH	153	Colon	PMS2	65	0	V1_20180106	0
57	BOTH	153	Colon	PMS2	65	0	V1_20180106	0
58	BOTH	153	Colon	PMS2	65	0	V1_20180106	0
59	BOTH	153	Colon	PMS2	65	0	V1_20180106	0
60	BOTH	153	Colon	PMS2	72	0	V1_20180106	0
61	BOTH	153	Colon	PMS2	72	0	V1_20180106	0
62	BOTH	153	Colon	PMS2	72	0	V1_20180106	0
63	BOTH	153	Colon	PMS2	72	0	V1_20180106	0
64	BOTH	153	Colon	PMS2	72	0	V1_20180106	0
65	BOTH	153	Colon	PMS2	46	0	V1_20180106	0
66	BOTH	153	Colon	PMS2	46	0	V1_20180106	0
67	BOTH	153	Colon	PMS2	46	0	V1_20180106	0
68	BOTH	153	Colon	PMS2	46	0	V1_20180106	0
69	BOTH	153	Colon	PMS2	46	0	V1_20180106	0
70	BOTH	153	Colon	PMS2	14	0	V1_20180106	0
71	BOTH	153	Colon	PMS2	14	0	V1_20180106	0
72	BOTH	153	Colon	PMS2	14	0	V1_20180106	0
73	BOTH	153	Colon	PMS2	14	0	V1_20180106	0
74	BOTH	153	Colon	PMS2	14	0	V1_20180106	0
75	BOTH	153	Colon	PMS2	4	0	V1_20180106	0
76	BOTH	153	Colon	PMS2	4	0	V1_20180106	0
77	BOTH	153	Colon	PMS2	4	0	V1_20180106	0
78	BOTH	153	Colon	PMS2	4	0	V1_20180106	0
79	BOTH	153	Colon	PMS2	4	0	V1_20180106	0
80	BOTH	153	Colon	PMS2	4	0	V1_20180106	0
25	BOTH	154	Sigmoid/rectum	MLH1	875	0	V1_20180106	0
26	BOTH	154	Sigmoid/rectum	MLH1	875	0	V1_20180106	0
27	BOTH	154	Sigmoid/rectum	MLH1	875	0	V1_20180106	0
28	BOTH	154	Sigmoid/rectum	MLH1	875	0	V1_20180106	0
29	BOTH	154	Sigmoid/rectum	MLH1	875	0	V1_20180106	0
30	BOTH	154	Sigmoid/rectum	MLH1	1301	1	V1_20180106	0.000768639508070715
31	BOTH	154	Sigmoid/rectum	MLH1	1301	1	V1_20180106	0.000768639508070715
32	BOTH	154	Sigmoid/rectum	MLH1	1301	1	V1_20180106	0.000768639508070715
33	BOTH	154	Sigmoid/rectum	MLH1	1301	1	V1_20180106	0.000768639508070715
34	BOTH	154	Sigmoid/rectum	MLH1	1301	1	V1_20180106	0.000768639508070715
35	BOTH	154	Sigmoid/rectum	MLH1	1599	4	V1_20180106	0.00250156347717323
36	BOTH	154	Sigmoid/rectum	MLH1	1599	4	V1_20180106	0.00250156347717323
37	BOTH	154	Sigmoid/rectum	MLH1	1599	4	V1_20180106	0.00250156347717323
38	BOTH	154	Sigmoid/rectum	MLH1	1599	4	V1_20180106	0.00250156347717323
39	BOTH	154	Sigmoid/rectum	MLH1	1599	4	V1_20180106	0.00250156347717323
40	BOTH	154	Sigmoid/rectum	MLH1	1906	4	V1_20180106	0.00209863588667366
41	BOTH	154	Sigmoid/rectum	MLH1	1906	4	V1_20180106	0.00209863588667366
42	BOTH	154	Sigmoid/rectum	MLH1	1906	4	V1_20180106	0.00209863588667366
43	BOTH	154	Sigmoid/rectum	MLH1	1906	4	V1_20180106	0.00209863588667366
44	BOTH	154	Sigmoid/rectum	MLH1	1906	4	V1_20180106	0.00209863588667366
45	BOTH	154	Sigmoid/rectum	MLH1	1836	2	V1_20180106	0.00108932461873638
46	BOTH	154	Sigmoid/rectum	MLH1	1836	2	V1_20180106	0.00108932461873638
47	BOTH	154	Sigmoid/rectum	MLH1	1836	2	V1_20180106	0.00108932461873638
48	BOTH	154	Sigmoid/rectum	MLH1	1836	2	V1_20180106	0.00108932461873638
49	BOTH	154	Sigmoid/rectum	MLH1	1836	2	V1_20180106	0.00108932461873638
50	BOTH	154	Sigmoid/rectum	MLH1	1623	3	V1_20180106	0.00184842883548983
51	BOTH	154	Sigmoid/rectum	MLH1	1623	3	V1_20180106	0.00184842883548983
52	BOTH	154	Sigmoid/rectum	MLH1	1623	3	V1_20180106	0.00184842883548983
53	BOTH	154	Sigmoid/rectum	MLH1	1623	3	V1_20180106	0.00184842883548983
54	BOTH	154	Sigmoid/rectum	MLH1	1623	3	V1_20180106	0.00184842883548983
55	BOTH	154	Sigmoid/rectum	MLH1	1294	6	V1_20180106	0.00463678516228748
56	BOTH	154	Sigmoid/rectum	MLH1	1294	6	V1_20180106	0.00463678516228748
57	BOTH	154	Sigmoid/rectum	MLH1	1294	6	V1_20180106	0.00463678516228748
58	BOTH	154	Sigmoid/rectum	MLH1	1294	6	V1_20180106	0.00463678516228748
59	BOTH	154	Sigmoid/rectum	MLH1	1294	6	V1_20180106	0.00463678516228748
60	BOTH	154	Sigmoid/rectum	MLH1	971	2	V1_20180106	0.00205973223480947
61	BOTH	154	Sigmoid/rectum	MLH1	971	2	V1_20180106	0.00205973223480947
62	BOTH	154	Sigmoid/rectum	MLH1	971	2	V1_20180106	0.00205973223480947
63	BOTH	154	Sigmoid/rectum	MLH1	971	2	V1_20180106	0.00205973223480947
64	BOTH	154	Sigmoid/rectum	MLH1	971	2	V1_20180106	0.00205973223480947
65	BOTH	154	Sigmoid/rectum	MLH1	695	3	V1_20180106	0.00431654676258993
66	BOTH	154	Sigmoid/rectum	MLH1	695	3	V1_20180106	0.00431654676258993
67	BOTH	154	Sigmoid/rectum	MLH1	695	3	V1_20180106	0.00431654676258993
68	BOTH	154	Sigmoid/rectum	MLH1	695	3	V1_20180106	0.00431654676258993
69	BOTH	154	Sigmoid/rectum	MLH1	695	3	V1_20180106	0.00431654676258993
70	BOTH	154	Sigmoid/rectum	MLH1	418	3	V1_20180106	0.00717703349282297
71	BOTH	154	Sigmoid/rectum	MLH1	418	3	V1_20180106	0.00717703349282297
72	BOTH	154	Sigmoid/rectum	MLH1	418	3	V1_20180106	0.00717703349282297
73	BOTH	154	Sigmoid/rectum	MLH1	418	3	V1_20180106	0.00717703349282297
74	BOTH	154	Sigmoid/rectum	MLH1	418	3	V1_20180106	0.00717703349282297
75	BOTH	154	Sigmoid/rectum	MLH1	213	1	V1_20180106	0.00469483568075117
76	BOTH	154	Sigmoid/rectum	MLH1	213	1	V1_20180106	0.00469483568075117
77	BOTH	154	Sigmoid/rectum	MLH1	213	1	V1_20180106	0.00469483568075117
78	BOTH	154	Sigmoid/rectum	MLH1	213	1	V1_20180106	0.00469483568075117
79	BOTH	154	Sigmoid/rectum	MLH1	213	1	V1_20180106	0.00469483568075117
80	BOTH	154	Sigmoid/rectum	MLH1	213	1	V1_20180106	0.00469483568075117
25	BOTH	154	Sigmoid/rectum	MSH2	457	0	V1_20180106	0
26	BOTH	154	Sigmoid/rectum	MSH2	457	0	V1_20180106	0
27	BOTH	154	Sigmoid/rectum	MSH2	457	0	V1_20180106	0
28	BOTH	154	Sigmoid/rectum	MSH2	457	0	V1_20180106	0
29	BOTH	154	Sigmoid/rectum	MSH2	457	0	V1_20180106	0
30	BOTH	154	Sigmoid/rectum	MSH2	677	0	V1_20180106	0
31	BOTH	154	Sigmoid/rectum	MSH2	677	0	V1_20180106	0
32	BOTH	154	Sigmoid/rectum	MSH2	677	0	V1_20180106	0
33	BOTH	154	Sigmoid/rectum	MSH2	677	0	V1_20180106	0
34	BOTH	154	Sigmoid/rectum	MSH2	677	0	V1_20180106	0
35	BOTH	154	Sigmoid/rectum	MSH2	823	1	V1_20180106	0.00121506682867558
36	BOTH	154	Sigmoid/rectum	MSH2	823	1	V1_20180106	0.00121506682867558
37	BOTH	154	Sigmoid/rectum	MSH2	823	1	V1_20180106	0.00121506682867558
38	BOTH	154	Sigmoid/rectum	MSH2	823	1	V1_20180106	0.00121506682867558
39	BOTH	154	Sigmoid/rectum	MSH2	823	1	V1_20180106	0.00121506682867558
40	BOTH	154	Sigmoid/rectum	MSH2	977	4	V1_20180106	0.00409416581371546
41	BOTH	154	Sigmoid/rectum	MSH2	977	4	V1_20180106	0.00409416581371546
42	BOTH	154	Sigmoid/rectum	MSH2	977	4	V1_20180106	0.00409416581371546
43	BOTH	154	Sigmoid/rectum	MSH2	977	4	V1_20180106	0.00409416581371546
44	BOTH	154	Sigmoid/rectum	MSH2	977	4	V1_20180106	0.00409416581371546
45	BOTH	154	Sigmoid/rectum	MSH2	936	4	V1_20180106	0.00427350427350427
46	BOTH	154	Sigmoid/rectum	MSH2	936	4	V1_20180106	0.00427350427350427
47	BOTH	154	Sigmoid/rectum	MSH2	936	4	V1_20180106	0.00427350427350427
48	BOTH	154	Sigmoid/rectum	MSH2	936	4	V1_20180106	0.00427350427350427
49	BOTH	154	Sigmoid/rectum	MSH2	936	4	V1_20180106	0.00427350427350427
50	BOTH	154	Sigmoid/rectum	MSH2	864	4	V1_20180106	0.00462962962962963
51	BOTH	154	Sigmoid/rectum	MSH2	864	4	V1_20180106	0.00462962962962963
52	BOTH	154	Sigmoid/rectum	MSH2	864	4	V1_20180106	0.00462962962962963
53	BOTH	154	Sigmoid/rectum	MSH2	864	4	V1_20180106	0.00462962962962963
54	BOTH	154	Sigmoid/rectum	MSH2	864	4	V1_20180106	0.00462962962962963
55	BOTH	154	Sigmoid/rectum	MSH2	781	5	V1_20180106	0.00640204865556978
56	BOTH	154	Sigmoid/rectum	MSH2	781	5	V1_20180106	0.00640204865556978
57	BOTH	154	Sigmoid/rectum	MSH2	781	5	V1_20180106	0.00640204865556978
58	BOTH	154	Sigmoid/rectum	MSH2	781	5	V1_20180106	0.00640204865556978
59	BOTH	154	Sigmoid/rectum	MSH2	781	5	V1_20180106	0.00640204865556978
60	BOTH	154	Sigmoid/rectum	MSH2	591	2	V1_20180106	0.00338409475465313
61	BOTH	154	Sigmoid/rectum	MSH2	591	2	V1_20180106	0.00338409475465313
62	BOTH	154	Sigmoid/rectum	MSH2	591	2	V1_20180106	0.00338409475465313
63	BOTH	154	Sigmoid/rectum	MSH2	591	2	V1_20180106	0.00338409475465313
64	BOTH	154	Sigmoid/rectum	MSH2	591	2	V1_20180106	0.00338409475465313
65	BOTH	154	Sigmoid/rectum	MSH2	404	2	V1_20180106	0.00495049504950495
66	BOTH	154	Sigmoid/rectum	MSH2	404	2	V1_20180106	0.00495049504950495
67	BOTH	154	Sigmoid/rectum	MSH2	404	2	V1_20180106	0.00495049504950495
68	BOTH	154	Sigmoid/rectum	MSH2	404	2	V1_20180106	0.00495049504950495
